ocid,title,url
RGL001-UA-20210514-91060,"СЕРЕДНЯ ШКОЛА N 70",https://prozorro.sale/planning/RGL001-UA-20210514-91060
RGL001-UA-20210517-99109,"ПОЛІКЛІНІКА",https://prozorro.sale/planning/RGL001-UA-20210517-99109
RGL001-UA-20210519-11676,null,https://prozorro.sale/planning/RGL001-UA-20210519-11676
RGL001-UA-20210519-34094,"СМІТТЄЗБІРНИК",https://prozorro.sale/planning/RGL001-UA-20210519-34094
RGL001-UA-20210526-59268,"вільні -1 пов., підвал -118,3 кв.м - об’єкт цивільної оборони (укриття)",https://prozorro.sale/planning/RGL001-UA-20210526-59268
RGL001-UA-20210702-20534,"офісне, БО, власні потреби (адміністративне)",https://prozorro.sale/planning/RGL001-UA-20210702-20534
RGL001-UA-20210705-53192,"ДИТЯЧИЙ САДОК N 645",https://prozorro.sale/planning/RGL001-UA-20210705-53192
RGL001-UA-20210706-49571,"Початкова школа № 334 / ліцей ""Інтелект""",https://prozorro.sale/planning/RGL001-UA-20210706-49571
RGL001-UA-20210708-10103,"СЕРЕДНЯ ШКОЛА N 101",https://prozorro.sale/planning/RGL001-UA-20210708-10103
RGL001-UA-20210708-69719,"СЕРЕДНЯ ШКОЛА N 28",https://prozorro.sale/planning/RGL001-UA-20210708-69719
RGL001-UA-20210803-88993,"ШКОЛА N 153",https://prozorro.sale/planning/RGL001-UA-20210803-88993
RGL001-UA-20210831-80832,"ЛІКУВАЛЬНО-ПРОФІЛАКТИЧНІ",https://prozorro.sale/planning/RGL001-UA-20210831-80832
RGL001-UA-20210902-92499,"ГУ поліції, релігійна організація",https://prozorro.sale/planning/RGL001-UA-20210902-92499
RGL001-UA-20211008-06767,"МАЙСТЕРНЯ, вільне",https://prozorro.sale/planning/RGL001-UA-20211008-06767
RGL001-UA-20211020-96371,null,https://prozorro.sale/planning/RGL001-UA-20211020-96371
RGL001-UA-20211029-54514,"вільне",https://prozorro.sale/planning/RGL001-UA-20211029-54514
RGL001-UA-20211108-74055,"ГО, заклад культури, вільне, власні потреби (майстерня)",https://prozorro.sale/planning/RGL001-UA-20211108-74055
RGL001-UA-20220422-59007,null,https://prozorro.sale/planning/RGL001-UA-20220422-59007
RGL001-UA-20220711-45482,null,https://prozorro.sale/planning/RGL001-UA-20220711-45482
RGL001-UA-20220711-92816,null,https://prozorro.sale/planning/RGL001-UA-20220711-92816
RGL001-UA-20221012-75920,"ШКОЛА N 153",https://prozorro.sale/planning/RGL001-UA-20221012-75920
RGL001-UA-20221117-59426,"бюджетна установа, ГО",https://prozorro.sale/planning/RGL001-UA-20221117-59426
RGL001-UA-20221121-98954,"ШКОЛА N 95",https://prozorro.sale/planning/RGL001-UA-20221121-98954
RGL001-UA-20221209-39793,"Лікувально-профілактичні",https://prozorro.sale/planning/RGL001-UA-20221209-39793
RGL001-UA-20221222-31154,"ДИСПЕЧЕРСЬКА СТАНЦІЯ ""ПР. СВОБОДИ""",https://prozorro.sale/planning/RGL001-UA-20221222-31154
RGL001-UA-20230117-53596,"ДИТЯЧИЙ САДОК №110",https://prozorro.sale/planning/RGL001-UA-20230117-53596
RGL001-UA-20230206-73640,"художня майстерня",https://prozorro.sale/planning/RGL001-UA-20230206-73640
RGL001-UA-20230327-44099,"власні потреби (адміністративне), ветеринарна медицина",https://prozorro.sale/planning/RGL001-UA-20230327-44099
RGL001-UA-20230405-24335,null,https://prozorro.sale/planning/RGL001-UA-20230405-24335
RGL001-UA-20230417-68333,"ШКОЛА N 102",https://prozorro.sale/planning/RGL001-UA-20230417-68333
RGL001-UA-20230628-56354,null,https://prozorro.sale/planning/RGL001-UA-20230628-56354
RGL001-UA-20230717-05884,"СЕРЕДНЯ ШКОЛА N 57",https://prozorro.sale/planning/RGL001-UA-20230717-05884
RGL001-UA-20230717-39841,"ШКОЛА N 58",https://prozorro.sale/planning/RGL001-UA-20230717-39841
RGL001-UA-20230717-65494,"НВК N 38",https://prozorro.sale/planning/RGL001-UA-20230717-65494
RGL001-UA-20230720-63306,"АДМІНІСТРАТИВНЕ",https://prozorro.sale/planning/RGL001-UA-20230720-63306
RGL001-UA-20230804-57028,"ШКОЛА N 73",https://prozorro.sale/planning/RGL001-UA-20230804-57028
RGL001-UA-20230825-34796,"СЕРЕДНЯ ШКОЛА N 61",https://prozorro.sale/planning/RGL001-UA-20230825-34796
RGL001-UA-20230926-74688,"СЕРЕДНЯ ШКОЛА N 106",https://prozorro.sale/planning/RGL001-UA-20230926-74688
RGL001-UA-20230928-74764,"ШКОЛА N 153",https://prozorro.sale/planning/RGL001-UA-20230928-74764
RGL001-UA-20231013-11646,"ПОШТОВЕ ВІДДІЛЕННЯ, вільне",https://prozorro.sale/planning/RGL001-UA-20231013-11646
RGL001-UA-20231013-94829,"вільне",https://prozorro.sale/planning/RGL001-UA-20231013-94829
RGL001-UA-20231124-48300,"ПОШТОВЕ ВІДДІЛЕННЯ, ФОП",https://prozorro.sale/planning/RGL001-UA-20231124-48300
RGL001-UA-20231124-54987,null,https://prozorro.sale/planning/RGL001-UA-20231124-54987
RGL001-UA-20231206-36129,"ЛІЦЕЙ № 140",https://prozorro.sale/planning/RGL001-UA-20231206-36129
RGL001-UA-20240124-37484,"Нежитлова будівля",https://prozorro.sale/planning/RGL001-UA-20240124-37484
RGL001-UA-20240124-60133,"Інженерно-побутовий корпус",https://prozorro.sale/planning/RGL001-UA-20240124-60133
RGL001-UA-20240124-72694,"Інженерно-побутовий корпус",https://prozorro.sale/planning/RGL001-UA-20240124-72694
RGL001-UA-20240124-98002,"Нежитлова будівля",https://prozorro.sale/planning/RGL001-UA-20240124-98002
RGL001-UA-20240125-04617,"Адміністративна будівля, Склад №3, Гараж",https://prozorro.sale/planning/RGL001-UA-20240125-04617
RGL001-UA-20240125-34008,"Будівля",https://prozorro.sale/planning/RGL001-UA-20240125-34008
RGL001-UA-20240125-66743,"Караульне приміщення ТЕЦ-3",https://prozorro.sale/planning/RGL001-UA-20240125-66743
RGL001-UA-20240125-80999,"БУДІВЛЯ ІЛК З ПЕРЕХІДНИМ МІСТКОМ В ГК",https://prozorro.sale/planning/RGL001-UA-20240125-80999
RGL001-UA-20240125-80999,"БУДІВЛЯ ІЛК З ПЕРЕХІДНИМ МІСТКОМ В ГК",https://prozorro.sale/planning/RGL001-UA-20240125-80999
RGL001-UA-20240207-84286,"Об’єкт цивільної оборони (укриття)- 69,7",https://prozorro.sale/planning/RGL001-UA-20240207-84286
RGL001-UA-20240222-51374,"(віднесено до фонду захисних споруд цивільного захисту, як найпростіше укриття)",https://prozorro.sale/planning/RGL001-UA-20240222-51374
RGL001-UA-20240312-50482,null,https://prozorro.sale/planning/RGL001-UA-20240312-50482
RGL001-UA-20240314-68023,"Нежитлова будівля, літ. ""А""",https://prozorro.sale/planning/RGL001-UA-20240314-68023
RGL001-UA-20240404-93277,"КІНОТЕАТР ""ПРОМІНЬ""",https://prozorro.sale/planning/RGL001-UA-20240404-93277
RGL001-UA-20240423-81585,"ФІЛІЯ КДЦ",https://prozorro.sale/planning/RGL001-UA-20240423-81585
RGL001-UA-20240501-20155,"САРАЙ-СМІТТЕЗБІРНИК",https://prozorro.sale/planning/RGL001-UA-20240501-20155
RGL001-UA-20240517-49851,"БІБЛІОТЕКА, об’єкт цивільної оборони (укриття), вільне",https://prozorro.sale/planning/RGL001-UA-20240517-49851
RGL001-UA-20240523-82795,"ШКОЛА N 82",https://prozorro.sale/planning/RGL001-UA-20240523-82795
RGL001-UA-20240529-84915,"амбулаторія №5",https://prozorro.sale/planning/RGL001-UA-20240529-84915
RGL001-UA-20240612-15515,"заклад культури, майстерня, вільні",https://prozorro.sale/planning/RGL001-UA-20240612-15515
RGL001-UA-20240614-46335,"амбулаторія №5",https://prozorro.sale/planning/RGL001-UA-20240614-46335
RGL001-UA-20240614-70349,null,https://prozorro.sale/planning/RGL001-UA-20240614-70349
RGL001-UA-20240815-05954,"ШКОЛА N 153",https://prozorro.sale/planning/RGL001-UA-20240815-05954
RGL001-UA-20240916-86954,null,https://prozorro.sale/planning/RGL001-UA-20240916-86954
RGL001-UA-20240924-19730,"ШКОЛА-ІНТЕРНАТ N 20",https://prozorro.sale/planning/RGL001-UA-20240924-19730
RGL001-UA-20241002-64323,"ГАРАЖ",https://prozorro.sale/planning/RGL001-UA-20241002-64323
RGL001-UA-20241004-94497,"ЛІКУВАЛ.,ПАТАНАТОМІЧНЕ ВІДДІЛЕННЯ НОВЕ",https://prozorro.sale/planning/RGL001-UA-20241004-94497
RGL001-UA-20241007-83874,null,https://prozorro.sale/planning/RGL001-UA-20241007-83874
RGL001-UA-20241011-77739,"власні потреби (побутове)",https://prozorro.sale/planning/RGL001-UA-20241011-77739
RGL001-UA-20241104-13669,"ПРАЛЬНЯ",https://prozorro.sale/planning/RGL001-UA-20241104-13669
RGL001-UA-20241113-74671,"ТЕРАПЕВТИЧНИЙ КОРПУС (літ. Л)",https://prozorro.sale/planning/RGL001-UA-20241113-74671
RGL001-UA-20241118-23492,"ГОЛОВНИЙ КОРПУС (операційний) ЛІТ. В",https://prozorro.sale/planning/RGL001-UA-20241118-23492
RGL001-UA-20241118-49632,"ГОЛОВНИЙ КОРПУС (стаціонар) ЛІТ. Ч",https://prozorro.sale/planning/RGL001-UA-20241118-49632
RGL001-UA-20241119-53004,"ЛІКУВАЛЬНИЙ КОРПУС А",https://prozorro.sale/planning/RGL001-UA-20241119-53004
RGL001-UA-20241119-62462,"ЛІКУВАЛЬНИЙ КОРПУС",https://prozorro.sale/planning/RGL001-UA-20241119-62462
RGL001-UA-20241125-27930,null,https://prozorro.sale/planning/RGL001-UA-20241125-27930
RGL001-UA-20241126-89717,"Амбулаторія № 1",https://prozorro.sale/planning/RGL001-UA-20241126-89717
RGL001-UA-20250225-47121,"ЛАБОРАТОРНО-ДІАГНОСТИЧНИЙ КОРПУС",https://prozorro.sale/planning/RGL001-UA-20250225-47121
RGL001-UA-20250313-72156,"СТОМАТОЛОГІЧНА ПОЛІКЛІНІКА",https://prozorro.sale/planning/RGL001-UA-20250313-72156
RGL001-UA-20250422-31497,"ПОЛІКЛІНІКА",https://prozorro.sale/planning/RGL001-UA-20250422-31497
RGLA001-UA-20240305-78269,"АДМІНІСТРАТИВНЕ",https://prozorro.sale/planning/RGLA001-UA-20240305-78269
RGLA001-UA-20240502-03946,"АДМІНІСТРАТИВНЕ",https://prozorro.sale/planning/RGLA001-UA-20240502-03946
tenderDetailes/6a75e30d013f4cfe9b598d07a6ab4423,"ПІДЗЕМНИЙ ПІШОХІДНИЙ ПЕРЕХІД",tenderDetailes/6a75e30d013f4cfe9b598d07a6ab4423
UA-PS-2020-09-29-000044-1,"ГОЛОВНИЙ КОРПУС",https://prozorro.sale/auction/UA-PS-2020-09-29-000044-1
UA-PS-2020-09-29-000050-1,"АДМІНІСТРАТИВНЕ",https://prozorro.sale/auction/UA-PS-2020-09-29-000050-1
UA-PS-2020-09-29-000051-1,"міліція",https://prozorro.sale/auction/UA-PS-2020-09-29-000051-1
UA-PS-2020-10-03-000096-1,"Будівля центрального теплового пункту",https://prozorro.sale/auction/UA-PS-2020-10-03-000096-1
UA-PS-2020-10-03-000097-1,"Нежилі приміщення з №1 по №6 (групи приміщень №2) - котельня",https://prozorro.sale/auction/UA-PS-2020-10-03-000097-1
UA-PS-2020-10-03-000099-1,"Центральний тепловий пункт (групи приміщень №1,2,3,4)",https://prozorro.sale/auction/UA-PS-2020-10-03-000099-1
UA-PS-2020-10-03-000101-1,"ЦЕНТРАЛЬНИЙ ТЕПЛОВИЙ ПУНКТ (гр.прим.№1)",https://prozorro.sale/auction/UA-PS-2020-10-03-000101-1
UA-PS-2020-10-03-000103-1,"Тепловий пункт (група приміщень №1)",https://prozorro.sale/auction/UA-PS-2020-10-03-000103-1
UA-PS-2020-10-03-000107-1,"Центральний тепловий пункт",https://prozorro.sale/auction/UA-PS-2020-10-03-000107-1
UA-PS-2020-10-03-000108-1,"Будівля центрального теплового пункту",https://prozorro.sale/auction/UA-PS-2020-10-03-000108-1
UA-PS-2020-10-08-000194-3,"ЛІКУВАЛЬНЕ",https://prozorro.sale/auction/UA-PS-2020-10-08-000194-3
UA-PS-2020-11-18-000028-3,"БУДІВЛЯ ГОЛОВНОГО КОРПУСУ №1",https://prozorro.sale/auction/UA-PS-2020-11-18-000028-3
UA-PS-2020-11-18-000031-3,"АДМІНІСТРАТИВНА БУДІВЛЯ № 2",https://prozorro.sale/auction/UA-PS-2020-11-18-000031-3
UA-PS-2020-12-21-000011-3,"АДМІНІСТРАТИВНЕ",https://prozorro.sale/auction/UA-PS-2020-12-21-000011-3
UA-PS-2020-12-29-000219-3,"ПУНКТ ОХОРОНИ",https://prozorro.sale/auction/UA-PS-2020-12-29-000219-3
UA-PS-2021-01-21-000049-1,"ПІДЗЕМНА СТАНЦІЯ ""Дорогожичі""",https://prozorro.sale/auction/UA-PS-2021-01-21-000049-1
UA-PS-2021-01-27-000055-2,"АДМІНІСТРАТИВНА БУДІВЛЯ № 2",https://prozorro.sale/auction/UA-PS-2021-01-27-000055-2
UA-PS-2021-01-27-000058-2,"ГОЛОВНИЙ КОРПУС З ПРИБУДОВОЮ ДО ГОЛОВНОГО КОРПУСУ",https://prozorro.sale/auction/UA-PS-2021-01-27-000058-2
UA-PS-2021-03-04-000034-2,"ТЕАТР",https://prozorro.sale/auction/UA-PS-2021-03-04-000034-2
UA-PS-2021-03-23-000002-3,"ГОЛОВНИЙ КОРПУС з ПІДЗЕМНОЮ ГАЛЕРЕЄЮ (ЛІКАРНЯ НА 120 ЛІЖ. З ПОЛІКЛІНІКОЮ НА 150 ВІДВІДУВАНЬ)",https://prozorro.sale/auction/UA-PS-2021-03-23-000002-3
UA-PS-2021-03-23-000006-3,"АДМІНІСТРАТИВНИЙ КОРПУС",https://prozorro.sale/auction/UA-PS-2021-03-23-000006-3
UA-PS-2021-03-23-000009-3,"АДМІНІСТРАТИВНИЙ КОРПУС",https://prozorro.sale/auction/UA-PS-2021-03-23-000009-3
UA-PS-2021-03-23-000011-3,"АДМІНІСТРАТИВНИЙ КОРПУС",https://prozorro.sale/auction/UA-PS-2021-03-23-000011-3
UA-PS-2021-03-23-000015-3,"АДМІНІСТРАТИВНА БУДІВЛЯ",https://prozorro.sale/auction/UA-PS-2021-03-23-000015-3
UA-PS-2021-04-09-000065-3,"БУДИНОК МАЙСТЕРНІ N 1 (ЛІТЕРА ""В"")",https://prozorro.sale/auction/UA-PS-2021-04-09-000065-3
UA-PS-2021-04-09-000068-3,"БУДИНОК МАЙСТЕРНІ N 1 (ЛІТЕРА ""В"")",https://prozorro.sale/auction/UA-PS-2021-04-09-000068-3
UA-PS-2021-04-12-000018-3,"БУДИНОК МАЙСТЕРНІ N 1 (ЛІТЕРА ""В"")",https://prozorro.sale/auction/UA-PS-2021-04-12-000018-3
UA-PS-2021-04-12-000023-3,"БУДИНОК МАЙСТЕРНІ N 1 (ЛІТЕРА ""В"")",https://prozorro.sale/auction/UA-PS-2021-04-12-000023-3
UA-PS-2021-04-27-000075-2,"АДМІНІСТРАТИВНО-ПОБУТОВИЙ КОРПУС (ЛІТЕРА ""А"")",https://prozorro.sale/auction/UA-PS-2021-04-27-000075-2
UA-PS-2021-04-28-000011-2,"БУДИНОК МАЙСТЕРНІ N 1 (ЛІТЕРА ""В"")",https://prozorro.sale/auction/UA-PS-2021-04-28-000011-2
UA-PS-2021-04-28-000015-2,"БУДИНОК СКЛАДУ ЩІТОК (ЛІТЕРА ""Н"", ""Р"")",https://prozorro.sale/auction/UA-PS-2021-04-28-000015-2
UA-PS-2021-05-11-000081-2,"РИНОК",https://prozorro.sale/auction/UA-PS-2021-05-11-000081-2
UA-PS-2021-05-17-000014-2,"БУДИНОК МАЙСТЕРНІ N 1 (ЛІТЕРА ""В"")",https://prozorro.sale/auction/UA-PS-2021-05-17-000014-2
UA-PS-2021-05-18-000036-2,"БУДИНОК МАЙСТЕРНІ N 1 (ЛІТЕРА ""В"")",https://prozorro.sale/auction/UA-PS-2021-05-18-000036-2
UA-PS-2021-05-21-000042-3,"СЛУЖБА ПРИГОТУВАННЯ ЇЖІ ЛІКАРНІ",https://prozorro.sale/auction/UA-PS-2021-05-21-000042-3
UA-PS-2021-05-21-000044-3,"СЛУЖБА ПРИГОТУВАННЯ ЇЖІ ЛІКАРНІ",https://prozorro.sale/auction/UA-PS-2021-05-21-000044-3
UA-PS-2021-05-30-000018-2,"БУДИНОК МАЙСТЕРНІ N 1 (ЛІТЕРА ""В"")",https://prozorro.sale/auction/UA-PS-2021-05-30-000018-2
UA-PS-2021-09-02-000040-1,"ГАРАЖ НА 5 АВТО, РЕМОНТНІ МАЙСТЕРНІ, СКЛАДСЬКІ ПРИМІЩЕННЯ",https://prozorro.sale/auction/UA-PS-2021-09-02-000040-1
UA-PS-2021-09-02-000041-1,"ГАРАЖ НА 5 АВТО, РЕМОНТНІ МАЙСТЕРНІ, СКЛАДСЬКІ ПРИМІЩЕННЯ",https://prozorro.sale/auction/UA-PS-2021-09-02-000041-1
