id,isPartOf,title,kind,type,description,ownerName,ownerId,balanceHolderName,balanceHolderId,userName,userId,dk018classId,dk018classDescription,unitName,area,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressPostDistrict,addressPostStreet,addressLocatorDesignator,addressLocatorBuilding,addressLocatorName,registrationStatus,registrationId,registrationDate,constructionReadiness,condition,utilitiesAvailable,validityDate
1116,null,null,"10.1-БУДІВЛІ","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1","БУДІВЛІ",кв. м.,"671.9",UA80000000000093317,null,Україна,м. Київ,null,null,null,"СОЛОМ'ЯНСЬКИЙ","ГАВЕЛА ВАЦЛАВА (ЛЕПСЕ ІВАНА БУЛЬВ.)",xxx,null,null,Невідомо,null,null,null,"РЕКОНСТРУКЦІЯ",null,2025-04-03
40465,null,"ІНШІ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"552.0",UA80000000000093317,"04070",Україна,м. Київ,null,null,null,"ПОДІЛЬСЬКИЙ","БОРИЧІВ ТІК",xxx,null,null,Зареєстровано,"36520741",null,null,"АВАРІЙНИЙ",null,2025-04-03
45869,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ПРИМІЩЕННЯ В Н/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"1778.0",UA80000000000093317,"253099",Україна,м. Київ,null,null,null,"ДАРНИЦЬКИЙ","ХАРКІВСЬКЕ ШОСЕ",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
46032,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ПРИМІЩЕННЯ В Н/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"1485.6",UA80000000000093317,"04208",Україна,м. Київ,null,null,null,"ПОДІЛЬСЬКИЙ"," ГЕОРГІЯ ГОНГАДЗЕ (РАДЯНСЬКОЇ УКРАЇНИ) ПРОСПЕКТ",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
20014,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"261.0",UA80000000000093317,null,Україна,м. Київ,null,null,null,"СОЛОМ'ЯНСЬКИЙ","ОТЦЯ АНАТОЛІЯ ЖУРАКОВСЬКОГО (РАДЯНСЬКА)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
26696,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ПРИМІЩЕННЯ В Ж/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"3349.9",UA80000000000093317,null,Україна,м. Київ,null,null,null,"СОЛОМ'ЯНСЬКИЙ","ЛЮБОМИРА ГУЗАРА (КОМАРОВА КОСМОНАВТА)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
45965,null,"АДМІНІСТРАТИВНЕ","10.1-БУДІВЛІ","ПРИМІЩЕННЯ В Н/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1","БУДІВЛІ",кв. м.,"2849.9",UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ЄВГЕНА ЧИКАЛЕНКА (ПУШКІНСЬКА)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
45969,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"2269.5",UA80000000000093317,"01601",Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ЗОЛОТОВОРІТСЬКА",xxx,null,null,Зареєстровано,"19169377800000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
18631,null,"ЛІТНІЙ СПАЛЬНИЙ КОРПУС НА 80 МІСЦЬ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","ДИТЯЧИЙ ОЗДОРОВЧИЙ ТАБІР",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"3380.0",UA80000000000093317,"07820",Україна,м. Київ,null,null,null,"БОРОДЯНСЬКИЙ","СМТ ПІСКІВКА, ЛІСОВА ПОЛЯНА",xxx,null,null,Невідомо,null,null,null,"АВАРІЙНИЙ",null,2025-04-03
45987,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"596.3",UA80000000000093317,"04071",Україна,м. Київ,null,null,null,"ПОДІЛЬСЬКИЙ","СКОВОРОДИ ГРИГОРІЯ",xxx,null,null,Зареєстровано,"1499667180000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
45991,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ПРИМІЩЕННЯ В Н/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"1760.9",UA80000000000093317,"04071",Україна,м. Київ,null,null,null,"ПОДІЛЬСЬКИЙ","ЯРОСЛАВСЬКА",xxx,null,null,Зареєстровано,"2141159780000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
46024,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"802.6",UA80000000000093317,"04053",Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","СІЧОВИХ СТРІЛЬЦІВ (АРТЕМА)",xxx,null,null,Зареєстровано,"1452429380000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
45876,null,"УДППЗ ""Укрпошта"", магазин (непродовольчі товари)","10.1220.10.023-Будівлі адміністративні","ПРИМІЩЕННЯ В Н/Б","АДМІНІСТРАТИВНО-ПОБУТОВЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"475.7",UA80000000000093317,"02068",Україна,м. Київ,null,null,null,"ДАРНИЦЬКИЙ","РЕВУЦЬКОГО",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
45903,null,"Пекарня, стоматологія, громадська організація","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНО-ПОБУТОВЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"1313.0",UA80000000000093317,"02218",Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","РАЙДУЖНА",xxx,null,null,Зареєстровано,"2091850580000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-05-05
45943,null,"ІНШІ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"26.0",UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","ТИЧИНИ ПАВЛА ПРОСП.",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
45966,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ПРИМІЩЕННЯ В Н/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"6828.8",UA80000000000093317,"01004",Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","БАСЕЙНА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
1393,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ПРИМІЩЕННЯ В Н/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"1173.2",UA80000000000093317,null,Україна,м. Київ,null,null,null,"СВЯТОШИНСЬКИЙ","ЯКУБА КОЛАСА",xxx,null,null,Зареєстровано,"2108585780000, 2966752880000,2966760080000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-05-27
39756,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"37.6",UA80000000000093317,"03041",Україна,м. Київ,null,null,null,"ГОЛОСІЇВСЬКИЙ","ГОРІХУВАТСЬКИЙ ШЛЯХ (РОДИМЦЕВА ГЕНЕРАЛА)",xxx,null,null,Зареєстровано,"30695240",null,null,"НЕЗАДОВІЛЬНИЙ",null,2025-04-03
45866,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","ДИТЯЧИЙ САДОК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"1080.7",UA80000000000093317,"02126",Україна,м. Київ,null,null,null,"СОЛОМ'ЯНСЬКИЙ","ЧУМАКА ВАСИЛЯ",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
1142,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"914.6",UA80000000000093317,"04071",Україна,м. Київ,null,null,null,"ПОДІЛЬСЬКИЙ","ТУРІВСЬКА",xxx,null,null,Зареєстровано,"1323294180000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
20804,null,"вільні","10.1220.10.023-Будівлі адміністративні","ПРИМІЩЕННЯ В Ж/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"690.0",UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ҐАРЕТА ДЖОНСА (СІМ'Ї ХОХЛОВИХ)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
45935,null,"ІНШІ","10.1220.10.023-Будівлі адміністративні","ПРИБУДОВАНЕ ПРИМІЩ.","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"330.5",UA80000000000093317,"254071",Україна,м. Київ,null,null,null,"ПОДІЛЬСЬКИЙ","НАБЕРЕЖНО-ЛУГОВА",xxx,null,null,Невідомо,null,null,null,"АВАРІЙНИЙ",null,2025-04-03
45937,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"293.2",UA80000000000093317,"252032",Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ПЕТЛЮРИ СИМОНА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
34436,null,"ГАРАЖІ","10.1220.10.023-Будівлі адміністративні","ПРИБУДОВАНЕ ПРИМІЩ. ДО Н/Б","ГАРАЖ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"57.5",UA80000000000093317,"01010",Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","ІНЖЕНЕРНИЙ ПРОВ.",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
41859,null,"ДИТЯЧИЙ ОЗДОРОВЧИЙ ТАБІР ""ДЖЕРЕЛО"" (КОРПУС №4)","10.1264.60.007-Дитячі оздоровчі табори","ОКРЕМО СТОЯЧИЙ","ЖИЛИЙ БУДИНОК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1264.60.007","Дитячі оздоровчі табори",кв. м.,"173.5",UA80000000000093317,"255762",Україна,м. Київ,null,null,null,"КИЄВО-СВЯТОШИНСЬКИЙ","ІНСТИТУТСЬКА М. БУЧА КИЇВСЬКА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-10
45890,null,"ОЩАДКАСА","10.1220.10.023-Будівлі адміністративні","ПРИМІЩЕННЯ В Ж/Б","ОЩАДКАСА",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"7908.5",UA80000000000093317,"04114",Україна,м. Київ,null,null,null,"ОБОЛОНСЬКИЙ","ВИШГОРОДСЬКА",xxx,null,null,Зареєстровано,"2027921180000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
45938,null,"ДИТЯЧИЙ САДОК","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","ДИТЯЧИЙ САДОК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"1985.3",UA80000000000093317,"253152",Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","ТИЧИНИ ПАВЛА ПРОСП.",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
39024,null,"СМІТТЄЗБІРНИК","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","СМІТТЄЗБІРНИК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"10.0",UA80000000000093317,"252020",Україна,м. Київ,null,null,null,"СОЛОМ'ЯНСЬКИЙ","УШИНСЬКОГО",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
39755,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ПРИМІЩЕННЯ В Ж/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"320.0",UA80000000000093317,"02166",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","ОРЕСТА ЛЕВИЦЬКОГО (КУРЧАТОВА АКАДЕМІКА)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
45910,null,"БАНК","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","БАНК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"1539.6",UA80000000000093317,null,Україна,м. Київ,null,null,null,"СВЯТОШИНСЬКИЙ","АКАДЕМІКА ЄФРЕМОВА (УБОРЕВИЧА КОМАНДАРМА)",xxx,null,null,Зареєстровано,"2802073580000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
45914,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"788.5",UA80000000000093317,null,Україна,м. Київ,null,null,null,"СВЯТОШИНСЬКИЙ","ПІДЛІСНА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-28
13016,null,"БУДІВЛЯ ""ФЛІГЕЛЬ""","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"149.9",UA80000000000093317,"04071",Україна,м. Київ,null,null,null,"ПОДІЛЬСЬКИЙ","НИЖНІЙ ВАЛ",xxx,null,null,Невідомо,null,null,null,"НЕЗАДОВІЛЬНИЙ",null,2025-04-03
35213,null,"АДМІНІСТРАТИВНЕ","10.1-БУДІВЛІ","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1","БУДІВЛІ",кв. м.,"45.0",UA80000000000093317,null,Україна,м. Київ,null,null,null,"ГОЛОСІЇВСЬКИЙ","ДЕМІЇВСЬКА",xxx,null,null,Невідомо,null,null,null,"НЕЗАДОВІЛЬНИЙ",null,2025-04-03
40753,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"18.0",UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ЕСТОНСЬКА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-05-29
45863,null,"Побутове обслуговування","10.1-БУДІВЛІ","ПРИМІЩЕННЯ В Н/Б","БУДИНОК ПОБУТУ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1","БУДІВЛІ",кв. м.,"392.2",UA80000000000093317,"02139",Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","СТАЛЬСЬКОГО СУЛЕЙМАНА",xxx,null,null,Зареєстровано,"2008833780000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-14
17290,null,"АДМІНІСТРАТИВНЕ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"225.0",UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","КОСТЕЛЬНА (ЧЕЛЮСКІНЦІВ)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
20092,null,"АДМІНІСТРАТИВНЕ","10.1-БУДІВЛІ","ПРИМІЩЕННЯ В Ж/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1","БУДІВЛІ",кв. м.,"4045.0",UA80000000000093317,null,Україна,м. Київ,null,null,null,"СОЛОМ'ЯНСЬКИЙ","СОЛОМ'ЯНСЬКА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
45895,null,"СПОРТЗАЛ","10.1220.10.023-Будівлі адміністративні","ПРИМІЩЕННЯ В Н/Б","СПОРТЗАЛ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"495.9",UA80000000000093317,"02166",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ"," ЛІСОВИЙ ПРОСПЕКТ",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
45908,null,null,"10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНО-ПОБУТОВЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"852.7",UA80000000000093317,"03146",Україна,м. Київ,null,null,null,"СВЯТОШИНСЬКИЙ","ЖМЕРИНСЬКА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
1798,null,"ТЕАТР","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","ТЕАТР",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"1116.3",UA80000000000093317,"252028",Україна,м. Київ,null,null,null,"ГОЛОСІЇВСЬКИЙ","РАКЕТНА",xxx,null,null,Зареєстровано,"5511867480000",null,null,"ПОТРЕБУЄ РЕМОНТУ",null,2025-04-03
19920,null,null,"10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,"218.0",UA80000000000093317,null,Україна,м. Київ,null,null,null,"СОЛОМ'ЯНСЬКИЙ","ВОЛОДИМИРА СІКЕВИЧА (МОЛОДОГВАРДІЙСЬКА)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03
41870,null,"ДИТЯЧИЙ ОЗДОРОВЧИЙ ТАБІР ""ДЖЕРЕЛО"" (КОРПУС №5)","10.1264.60.007-Дитячі оздоровчі табори","ОКРЕМО СТОЯЧИЙ","ЖИЛИЙ БУДИНОК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500",null,null,"10.1264.60.007","Дитячі оздоровчі табори",кв. м.,"203.3",UA80000000000093317,"255762",Україна,м. Київ,null,null,null,"КИЄВО-СВЯТОШИНСЬКИЙ","ІНСТИТУТСЬКА М. БУЧА КИЇВСЬКА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-10
