buildingId,isPartOf,buildingTitle,kind,type,description,ownercustodianName,ownercustodianId,balanceHolderName,balanceHolderId,userName,userId,dk018classId,dk018classDescription,unitName,buildingArea,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressPostDistrict,addressPostStreet,addressLocatorDesignator,addressLocatorBuilding,addressLocatorName,registrationStatus,registrationId,registrationDate,constructionReadiness,condition,utilitiesAvailable,validityDate,utilitiesAvailableWaterSupply,utilitiesAvailableHeatingSupply,utilitiesAvailableElectricNetwork,utilitiesAvailableGasSupply
481-48063,null,"оренда ТОВ, вільне, НАЙПРОСТІШЕ УКРИТТЯ (168,1 кв.м)","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,182.6,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","ЛЕЙПЦИЗЬКА",xxx,null,null,Зареєстровано,"1573320080000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-28,false,false,"однофазний струм (220)",false
484-38082,null,"об’єкт цивільної оборони (укриття)",null,"ПРИМІЩЕННЯ В Ж/Б",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,null,null,кв. м.,182.0,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ҐАРЕТА ДЖОНСА (СІМ'Ї ХОХЛОВИХ)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2024-11-07,true,true,null,false
485-14766,null,"вільні","10.6000.02.008-Вільні нежитлові приміщення","ПРИМІЩЕННЯ В Ж/Б",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,"10.6000.02.008","Вільні нежитлові приміщення",кв. м.,54.9,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ХМЕЛЬНИЦЬКОГО БОГДАНА",xxx,null,null,Зареєстровано,"1345255980000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-09,true,true,null,false
486-47616,null,"вільне","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,186.9,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","КНЯЗІВ ОСТРОЗЬКИХ (МОСКОВСЬКА)",xxx,null,null,Зареєстровано,"2241702280000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-19,false,false,"однофазний струм (220)",false
490-47472,null,"оренда - ТОВ, вільні","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,96.8,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","МАЛА ШИЯНОВСЬКА (НЕМИРОВИЧА-ДАНЧЕНКА)",xxx,null,null,Зареєстровано,"1570896180000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-25,false,false,"однофазний струм (220)",false
492-48427,null,"вільне, оренда - бюджетна установа","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,122.0,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","ОРЛИКА ПИЛИПА",xxx,null,null,Зареєстровано,"1737748680000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-25,false,false,"однофазний струм (220)",false
493-14592,null,"вільні",null,"ПРИМІЩЕННЯ В Ж/Б",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,null,null,кв. м.,56.6,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ШУЛЯВСЬКА",xxx,null,null,Зареєстровано,"1860571380000",null,null,"ЗАДОВІЛЬНИЙ",null,2024-11-05,false,false,null,false
500-13748,null,null,null,"ПРИМІЩЕННЯ В Ж/Б",null,Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,null,null,кв. м.,16.8,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ЩЕРБАКІВСЬКОГО ДАНИЛА (ЩЕРБАКОВА)",xxx,null,null,Зареєстровано,"1674185680000",null,null,"ЗАДОВІЛЬНИЙ",null,2024-11-12,false,false,null,false
507-48018,null,"оренда- побутові послуги, творча майстерня, вільне, власні потреби (двірницька, слюсарна майстерня)","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,76.8,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","ЛЕСІ УКРАЇНКИ БУЛЬВ.",xxx,null,null,Зареєстровано,"1589026680000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-28,true,true,"однофазний струм (220)",false
508-51065,null,"ВІЛЬНІ","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,85.6,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","ПРЕДСЛАВИНСЬКА",xxx,null,null,Зареєстровано,"2221260880000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-27,true,true,null,false
513-48151,null,"вільні","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,165.8,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","ЦИТАДЕЛЬНА",xxx,null,null,Зареєстровано,"1547147780000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-28,false,false,"однофазний струм (220)",false
516-3886,null,"вільне, власні потреби (майстерня)","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ВЛАСНІ ПОТРЕБИ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ШЕВЧЕНКІВСЬКОГО РАЙОНУ М.КИЄВА""","34966254",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,47.8,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ЯРМОЛИ ВІКТОРА",xxx,null,null,Зареєстровано,"2421609680000",null,null,"ЗАДОВІЛЬНИЙ",null,2024-11-12,true,false,null,false
520-51045,null,"вільне","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,196.6,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","БУЛЬВАР МИКОЛИ МІХНОВСЬКОГО (БУЛЬВАР ДРУЖБИ НАРОДІВ)",xxx,null,null,Зареєстровано,"1739308980000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-26,false,false,"однофазний струм (220)",false
539-51092,null,"ВІЛЬНЕ","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,121.3,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","МАРІЇ ПРИЙМАЧЕНКО БУЛЬВ.",xxx,null,null,Зареєстровано,"1573493180000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-25,false,false,"однофазний струм (220)",false
550-48568,null,"вільне, власні потреби","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,53.3,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","БІЛОКУР КАТЕРИНИ",xxx,null,null,Зареєстровано,"1349374280000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-28,false,false,null,false
564-48065,null,"вільне","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,71.5,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","МИХАЙЛА БОЙЧУКА (КІКВІДЗЕ)",xxx,null,null,Зареєстровано,"2673953480000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-28,true,true,null,false
572-48140,null,"оренда-приватний заклад охорони здоров я, вільні","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ЛІКУВАЛЬНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,62.4,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","ПІДВИСОЦЬКОГО ПРОФЕСОРА",xxx,null,null,Зареєстровано,"1699644180000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-07-02,false,false,null,false
613-51300,null,"ОКРЕМО СТОЯЧА НЕЖИТЛОВА БУДІВЛЯ","10.12-Будівлі (приміщення) нежитлові","ОКРЕМО СТОЯЧИЙ","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДАРНИЦЬКОГО РАЙОНУ М.КИЄВА""","39604270",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,64.0,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДАРНИЦЬКИЙ","ХАРКІВСЬКЕ ШОСЕ",xxx,null,null,Зареєстровано,"1921117980000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-03,false,false,null,false
670-49836,null,"АДМІНІСТРАТИВНЕ","10.6000.01.001-Приміщення основні","ПРИМІЩЕННЯ В Ж/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ГОЛОСІЇВСЬКОГО РАЙОНУ М.КИЄВА""","32375554",null,null,"10.6000.01.001","Приміщення основні",кв. м.,47.9,UA80000000000093317,"01004",Україна,м. Київ,null,null,null,"ГОЛОСІЇВСЬКИЙ","ВЕЛИКА ВАСИЛЬКІВСЬКА (ЧЕРВОНОАРМІЙСЬКА)",xxx,null,null,Зареєстровано,"2509804280000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-15,true,false,null,false
672-49782,null,"СКЛАД","10.6000.01.001-Приміщення основні","ПРИМІЩЕННЯ В Ж/Б","АДМІНІСТРАТИВНО-СКЛАДСЬКЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ГОЛОСІЇВСЬКОГО РАЙОНУ М.КИЄВА""","32375554",null,null,"10.6000.01.001","Приміщення основні",кв. м.,61.0,UA80000000000093317,"03022",Україна,м. Київ,null,null,null,"ГОЛОСІЇВСЬКИЙ","ВАСИЛЬКІВСЬКА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-15,false,false,null,false
676-49042,null,"АДМІНІСТРАТИВНЕ","10.6000.01.001-Приміщення основні","ПРИМІЩЕННЯ В Ж/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ГОЛОСІЇВСЬКОГО РАЙОНУ М.КИЄВА""","32375554",null,null,"10.6000.01.001","Приміщення основні",кв. м.,32.9,UA80000000000093317,"03040",Україна,м. Київ,null,null,null,"ГОЛОСІЇВСЬКИЙ","РЕЯ БРЕДБЕРІ (ДУБІНІНА ВОЛОДІ)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-14,false,false,null,false
703-49045,null,"ТОРГІВЕЛЬНЕ, ПОБУТОВІ ПОСЛУГИ","10.6000.01.001-Приміщення основні","ПРИМІЩЕННЯ В Ж/Б","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ГОЛОСІЇВСЬКОГО РАЙОНУ М.КИЄВА""","32375554",null,null,"10.6000.01.001","Приміщення основні",кв. м.,167.9,UA80000000000093317,"03194",Україна,м. Київ,null,null,null,"ГОЛОСІЇВСЬКИЙ","КОСТАНАЙСЬКА (КУСТАНАЙСЬКА)",xxx,null,null,Зареєстровано,"1952989780000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-14,true,true,null,false
